Symbol,GPA
0200873C,1.65
0200873D,1.65
0200874C,1.5
0200874D,1.5
0200875C,1.7
0200875D,1.7
0200876C,1.65
0200876D,1.65
0200877C,1.55
0200877D,1.55
0200881C,2.05
0200881D,2.05
0200882C,2.5
0200882D,2.5
0200883C,2.7
0200883D,2.7
0200884C,1.9
0200884D,1.9
0200885C,1.8
0200885D,1.8
0200886C,1.95
0200886D,1.95
0200887C,1.95
0200887D,1.95
0200888C,3.05
0200888D,3.05
0200889C,2.25
0200889D,2.25
0200890C,3.0
0200890D,3.0
0200891C,2.75
0200891D,2.75
0200892C,3.2
0200892D,3.2
0200893C,1.75
0200893D,1.75
0200894C,1.65
0200894D,1.65
0200895C,1.75
0200895D,1.75
0200896C,1.35
0200896D,1.35
0200897C,1.35
0200897D,1.35
0200898C,1.3
0200898D,1.3
0200900C,1.75
0200900D,1.75
0200901C,1.1
0200901D,1.1
0200902C,1.35
0200902D,1.35
0200903C,1.4
0200903D,1.4
0200904C,1.5
0200904D,1.5
0200905C,1.0
0200905D,1.0
0200906C,1.5
0200906D,1.5
0200907C,1.85
0200907D,1.85
0200908C,1.55
0200908D,1.55
0200909C,1.25
0200909D,1.25
0200910C,1.55
0200910D,1.55
0200911C,1.65
0200911D,1.65
0200913C,1.65
0200913D,1.65
0200914C,1.5
0200914D,1.5
0200916C,1.35
0200916D,1.35
0200917C,1.55
0200917D,1.55
0200918C,1.35
0200918D,1.35
0200919C,1.4
0200919D,1.4
0200921C,1.5
0200921D,1.5
0200922C,1.25
0200922D,1.25
0200923C,1.3
0200923D,1.3
0200924C,1.65
0200924D,1.65
0200925C,1.3
0200925D,1.3
0200926C,1.3
0200926D,1.3
0200927C,1.85
0200927D,1.85
0200928C,1.95
0200928D,1.95
0200929C,1.2
0200929D,1.2
0200930C,1.65
0200930D,1.65
0200932C,1.5
0200932D,1.5
0200933C,1.65
0200933D,1.65
0200935C,1.2
0200935D,1.2
0200936C,1.1
0200936D,1.1
0200937C,1.15
0200937D,1.15
0200938C,1.15
0200938D,1.15
0200939C,1.35
0200939D,1.35
0200940C,2.05
0200940D,2.05
0200941C,2.05
0200941D,2.05
0200942C,1.0
0200942D,1.0
0200943C,2.0
0200943D,2.0
0200944C,1.85
0200944D,1.85
0200945C,2.45
0200945D,2.45
0200946C,1.5
0200946D,1.5
0200947C,3.65
0200947D,3.65
0200948C,3.0
0200948D,3.0
0200949C,3.35
0200949D,3.35
0200950C,2.95
0200950D,2.95
0200951C,2.75
0200951D,2.75
0200952C,2.55
0200952D,2.55
0200953C,3.2
0200953D,3.2
0200954C,3.4
0200954D,3.4
0200955C,3.55
0200955D,3.55
0200956C,2.7
0200956D,2.7
0200957C,2.6
0200957D,2.6
0200958C,3.1
0200958D,3.1
0200959C,2.7
0200959D,2.7
0200960C,2.6
0200960D,2.6
0200961C,2.35
0200961D,2.35
0200962C,2.75
0200962D,2.75
0200963C,2.45
0200963D,2.45
0200964C,2.5
0200964D,2.5
0200965C,2.7
0200965D,2.7
0200966C,2.5
0200966D,2.5
0200967C,2.25
0200967D,2.25
0200968C,2.8
0200968D,2.8
0200969C,2.25
0200969D,2.25
0200970C,2.65
0200970D,2.65
0200971C,2.05
0200971D,2.05
0200972C,2.5
0200972D,2.5
0200973C,2.6
0200973D,2.6
0200974C,2.6
0200974D,2.6
0200975C,2.4
0200975D,2.4
0200976C,2.55
0200976D,2.55
0200977C,2.7
0200977D,2.7
0200978C,2.9
0200978D,2.9
0200979C,2.4
0200979D,2.4
0200980C,2.05
0200980D,2.05
0200981C,1.75
0200981D,1.75
0200982C,2.75
0200982D,2.75
0200983C,2.05
0200983D,2.05
0200984C,3.15
0200984D,3.15
0200985C,3.05
0200985D,3.05
0200986C,2.6
0200986D,2.6
0200987C,2.5
0200987D,2.5
0200988C,1.15
0200988D,1.15
0200989C,1.7
0200989D,1.7
0200990C,1.6
0200990D,1.6
0200991C,1.45
0200991D,1.45
0200992C,2.15
0200992D,2.15
0200993C,2.75
0200993D,2.75
0200994C,2.35
0200994D,2.35
0200996C,1.3
0200996D,1.3
0200998C,1.25
0200998D,1.25
0200999C,1.75
0200999D,1.75
0201000C,1.1
0201000D,1.1
0201002C,1.15
0201002D,1.15
0201004C,1.35
0201004D,1.35
0201005C,1.4
0201005D,1.4
0201006C,1.1
0201006D,1.1
0201007C,1.4
0201007D,1.4
0201008C,1.45
0201008D,1.45
0201009C,1.6
0201009D,1.6
0201010C,1.3
0201010D,1.3
0201011C,1.15
0201011D,1.15
0201012C,1.65
0201012D,1.65
0201013C,1.35
0201013D,1.35
0201014C,1.25
0201014D,1.25
0201015C,1.4
0201015D,1.4
0201016C,1.5
0201016D,1.5
0201017C,1.45
0201017D,1.45
0201018C,1.9
0201018D,1.9
0201019C,2.2
0201019D,2.2
0201021C,1.8
0201021D,1.8
0201022C,1.9
0201022D,1.9
0201023C,1.75
0201023D,1.75
0201024C,1.9
0201024D,1.9
0201025C,1.35
0201025D,1.35
0201026C,1.4
0201026D,1.4
0201027C,1.2
0201027D,1.2
0201028C,1.15
0201028D,1.15
0201030C,2.0
0201030D,2.0
0201031C,1.6
0201031D,1.6
0201032C,1.6
0201032D,1.6
0201033C,1.6
0201033D,1.6
0201034C,1.6
0201034D,1.6
0201036C,1.7
0201036D,1.7
0201037C,1.8
0201037D,1.8
0201038C,2.4
0201038D,2.4
0201039C,1.9
0201039D,1.9
0201040C,1.95
0201040D,1.95
0201041C,2.3
0201041D,2.3
0201042C,2.05
0201042D,2.05
0201043C,2.5
0201043D,2.5
0201044C,2.75
0201044D,2.75
0201045C,2.45
0201045D,2.45
0201046C,2.15
0201046D,2.15
0201047C,2.6
0201047D,2.6
0201048C,2.8
0201048D,2.8
0201049C,2.6
0201049D,2.6
0201050C,2.4
0201050D,2.4
0201051C,2.05
0201051D,2.05
0201052C,2.35
0201052D,2.35
0201053C,2.25
0201053D,2.25
0201054C,2.35
0201054D,2.35
0201055C,2.65
0201055D,2.65
0201056C,2.05
0201056D,2.05
0201057C,2.15
0201057D,2.15
0201058C,2.45
0201058D,2.45
0201059C,3.0
0201059D,3.0
0201060C,2.2
0201060D,2.2
0201061C,3.2
0201061D,3.2
0201062C,2.65
0201062D,2.65
0201063C,3.0
0201063D,3.0
0201064C,2.7
0201064D,2.7
0201066C,2.35
0201066D,2.35
0201067C,2.3
0201067D,2.3
0201068C,2.35
0201068D,2.35
0201070C,1.65
0201070D,1.65
0201072C,1.25
0201072D,1.25
0201073C,1.6
0201073D,1.6
0201074C,2.25
0201074D,2.25
0201075C,1.3
0201075D,1.3
0201076C,2.3
0201076D,2.3
0201077C,2.45
0201077D,2.45
0201078C,2.05
0201078D,2.05
0201079C,2.55
0201079D,2.55
0201080C,2.5
0201080D,2.5
0201081C,2.75
0201081D,2.75
0201082C,2.05
0201082D,2.05
0201083C,1.2
0201083D,1.2
0201084C,1.95
0201084D,1.95
0201085C,1.35
0201085D,1.35
0201086C,1.2
0201086D,1.2
0201087C,1.55
0201087D,1.55
0201088C,1.4
0201088D,1.4
0201089C,2.45
0201089D,2.45
0201090C,3.55
0201090D,3.55
0201091C,1.9
0201091D,1.9
0201092C,2.4
0201092D,2.4
0201093C,2.8
0201093D,2.8
0201094C,2.55
0201094D,2.55
0201095C,2.4
0201095D,2.4
0201096C,2.55
0201096D,2.55
0201097C,2.9
0201097D,2.9
0201098C,3.15
0201098D,3.15
0201099C,2.35
0201099D,2.35
0201100C,3.1
0201100D,3.1
0201101C,3.15
0201101D,3.15
0201102C,3.7
0201102D,3.7
0201103C,2.65
0201103D,2.65
0201104C,2.7
0201104D,2.7
0201105C,2.95
0201105D,2.95
0201106C,3.1
0201106D,3.1
0201107C,2.8
0201107D,2.8
0201108C,2.55
0201108D,2.55
0201109C,2.6
0201109D,2.6
0201110C,2.7
0201110D,2.7
0201111C,2.8
0201111D,2.8
0201112C,2.65
0201112D,2.65
0201113C,2.2
0201113D,2.2
0201114C,2.45
0201114D,2.45
0201115C,2.35
0201115D,2.35
0201116C,2.1
0201116D,2.1
0201117C,2.0
0201117D,2.0
0201118C,2.65
0201118D,2.65
0201119C,2.65
0201119D,2.65
0201120C,2.55
0201120D,2.55
0201121C,2.45
0201121D,2.45
0201122C,2.1
0201122D,2.1
0201123C,2.05
0201123D,2.05
0201124C,2.35
0201124D,2.35
0201125C,2.55
0201125D,2.55
0201126C,1.35
0201126D,1.35
0201127C,2.0
0201127D,2.0
0201128C,1.75
0201128D,1.75
0201129C,2.45
0201129D,2.45
0201130C,2.55
0201130D,2.55
0201131C,2.8
0201131D,2.8
0201132C,2.25
0201132D,2.25
0201133C,2.6
0201133D,2.6
0201134C,1.35
0201134D,1.35
0201135C,2.7
0201135D,2.7
0201136C,2.0
0201136D,2.0
0201137C,2.45
0201137D,2.45
0201138C,2.2
0201138D,2.2
0201139C,2.8
0201139D,2.8
0201140C,1.55
0201140D,1.55
0201141C,1.65
0201141D,1.65
0201142C,2.85
0201142D,2.85
0201144C,3.25
0201144D,3.25
0201145C,2.85
0201145D,2.85
0201146C,2.2
0201146D,2.2
0201147C,2.05
0201147D,2.05
0201148C,2.15
0201148D,2.15
0201149C,1.6
0201149D,1.6
0201150C,2.2
0201150D,2.2
0201151C,2.1
0201151D,2.1
0201152C,2.35
0201152D,2.35
0201153C,2.3
0201153D,2.3
0201154C,1.85
0201154D,1.85
0201155C,1.95
0201155D,1.95
0201156C,1.5
0201156D,1.5
0201157C,1.65
0201157D,1.65
0201158C,2.5
0201158D,2.5
0201159C,2.65
0201159D,2.65
0201160C,2.25
0201160D,2.25
0201161C,1.65
0201161D,1.65
0201162C,2.9
0201162D,2.9
0201163C,2.35
0201163D,2.35
0201164C,1.95
0201164D,1.95
0201165C,3.15
0201165D,3.15
0201166C,2.65
0201166D,2.65
0201167C,2.0
0201167D,2.0
0201168C,2.65
0201168D,2.65
0201169C,2.55
0201169D,2.55
0201170C,1.25
0201170D,1.25
0201171C,1.7
0201171D,1.7
0201172C,3.1
0201172D,3.1
0201173C,2.85
0201173D,2.85
0201174C,2.7
0201174D,2.7
0201175C,2.65
0201175D,2.65
0201176C,2.85
0201176D,2.85
0201177C,3.3
0201177D,3.3
0201178C,1.7
0201178D,1.7
0201179C,2.15
0201179D,2.15
0201180C,2.05
0201180D,2.05
0201181C,2.15
0201181D,2.15
0201182C,2.05
0201182D,2.05
0201183C,3.05
0201183D,3.05
0201184C,2.8
0201184D,2.8
0201185C,2.2
0201185D,2.2
0201186C,2.0
0201186D,2.0
0201187C,2.15
0201187D,2.15
0201188C,1.9
0201188D,1.9
0201189C,1.8
0201189D,1.8
0201190C,2.4
0201190D,2.4
0201191C,1.9
0201191D,1.9
0201192C,2.65
0201192D,2.65
0201193C,1.5
0201193D,1.5
0201194C,1.6
0201194D,1.6
0201195C,2.0
0201195D,2.0
0201196C,2.35
0201196D,2.35
0201197C,2.85
0201197D,2.85
0201199C,2.05
0201199D,2.05
0201200C,2.2
0201200D,2.2
0201201C,1.45
0201201D,1.45
0201202C,1.55
0201202D,1.55
0201203C,2.2
0201203D,2.2
0201204C,1.5
0201204D,1.5
0201205C,2.7
0201205D,2.7
0201206C,2.95
0201206D,2.95
0201207C,2.45
0201207D,2.45
0201208C,2.6
0201208D,2.6
0201209C,2.2
0201209D,2.2
0201210C,2.0
0201210D,2.0
0201211C,2.25
0201211D,2.25
0201212C,2.65
0201212D,2.65
0201213C,1.85
0201213D,1.85
0201214C,2.9
0201214D,2.9
0201215C,2.0
0201215D,2.0
0201216C,1.45
0201216D,1.45
0201217C,2.05
0201217D,2.05
0201218C,1.55
0201218D,1.55
0201219C,1.4
0201219D,1.4
0201220C,2.4
0201220D,2.4
0201221C,2.2
0201221D,2.2
0201222C,2.75
0201222D,2.75
0201223C,3.1
0201223D,3.1
0201224C,1.95
0201224D,1.95
0201225C,2.4
0201225D,2.4
0201226C,2.05
0201226D,2.05
0201227C,2.2
0201227D,2.2
0201228C,1.95
0201228D,1.95
0201229C,1.85
0201229D,1.85
0201230C,2.7
0201230D,2.7
0201231C,1.85
0201231D,1.85
0201232C,2.6
0201232D,2.6
0201233C,3.1
0201233D,3.1
0201234C,2.45
0201234D,2.45
0201235C,1.85
0201235D,1.85
0201236C,3.2
0201236D,3.2
0201237C,3.4
0201237D,3.4
0201238C,2.65
0201238D,2.65
0201239C,2.05
0201239D,2.05
0201240C,1.55
0201240D,1.55
0201241C,1.7
0201241D,1.7
0201242C,3.45
0201242D,3.45
0201243C,3.15
0201243D,3.15
0201244C,2.25
0201244D,2.25
0201245C,2.0
0201245D,2.0
0201246C,1.45
0201246D,1.45
0201247C,1.85
0201247D,1.85
0201248C,1.7
0201248D,1.7
0201249C,1.45
0201249D,1.45
0201250C,3.3
0201250D,3.3
0201251C,2.0
0201251D,2.0
0201252C,1.8
0201252D,1.8
0201253C,2.2
0201253D,2.2
0201254C,1.9
0201254D,1.9
0201256C,2.0
0201256D,2.0
0201257C,2.1
0201257D,2.1
0201258C,2.2
0201258D,2.2
0201259C,2.65
0201259D,2.65
0201260C,2.4
0201260D,2.4
0201261C,2.65
0201261D,2.65
0201262C,3.1
0201262D,3.1
0201263C,1.75
0201263D,1.75
0201264C,1.9
0201264D,1.9
0201265C,1.7
0201265D,1.7
0201266C,2.35
0201266D,2.35
0201268C,1.5
0201268D,1.5
0201269C,3.35
0201269D,3.35
0201272C,1.6
0201272D,1.6
0201273C,1.6
0201273D,1.6
0201274C,3.15
0201274D,3.15
0201275C,2.0
0201275D,2.0
0201276C,1.75
0201276D,1.75
0201277C,1.45
0201277D,1.45
0201278C,2.35
0201278D,2.35
0201279C,1.6
0201279D,1.6
0201280C,2.15
0201280D,2.15
0201281C,1.85
0201281D,1.85
0201282C,2.0
0201282D,2.0
0201283C,1.8
0201283D,1.8
0201284C,2.7
0201284D,2.7
0201285C,1.7
0201285D,1.7
0201286C,1.75
0201286D,1.75
0201287C,2.35
0201287D,2.35
0201288C,1.95
0201288D,1.95
0201289C,1.7
0201289D,1.7
0201290C,1.65
0201290D,1.65
0201291C,1.45
0201291D,1.45
0201292C,2.05
0201292D,2.05
0201293C,1.9
0201293D,1.9
0201294C,1.55
0201294D,1.55
0201295C,2.35
0201295D,2.35
0201296C,2.1
0201296D,2.1
0201297C,2.1
0201297D,2.1
0201298C,3.05
0201298D,3.05
0201299C,1.4
0201299D,1.4
0201300C,3.35
0201300D,3.35
0201301C,1.6
0201301D,1.6
0201302C,2.3
0201302D,2.3
0201303C,2.3
0201303D,2.3
0201304C,1.35
0201304D,1.35
0201305C,2.05
0201305D,2.05
0201306C,3.0
0201306D,3.0
0201307C,2.0
0201307D,2.0
0201308C,1.45
0201308D,1.45
0201309C,1.55
0201309D,1.55
0201310C,1.2
0201310D,1.2
0201311C,2.1
0201311D,2.1
0201313C,1.7
0201313D,1.7
0201314C,1.85
0201314D,1.85
0201315C,3.3
0201315D,3.3
0201316C,2.35
0201316D,2.35
0201317C,1.95
0201317D,1.95
0201318C,1.5
0201318D,1.5
0201319C,1.4
0201319D,1.4
0201320C,1.7
0201320D,1.7
0201322C,2.0
0201322D,2.0
0201324C,1.45
0201324D,1.45
0201325C,1.95
0201325D,1.95
0201332C,2.25
0201332D,2.25
0201333C,2.5
0201333D,2.5
0201334C,1.95
0201334D,1.95
0201335C,1.45
0201335D,1.45
0201337C,3.1
0201337D,3.1
0201338C,1.95
0201338D,1.95
0201339C,2.1
0201339D,2.1
0201340C,2.65
0201340D,2.65
0201342C,2.5
0201342D,2.5
0201343C,2.55
0201343D,2.55
0201344C,1.9
0201344D,1.9
0201345C,3.1
0201345D,3.1
0201346C,2.3
0201346D,2.3
0201347C,2.5
0201347D,2.5
0201348C,1.8
0201348D,1.8
0201349C,3.0
0201349D,3.0
0201350C,2.0
0201350D,2.0
0201351C,2.25
0201351D,2.25
0201352C,2.2
0201352D,2.2
0201353C,2.7
0201353D,2.7
0201354C,2.4
0201354D,2.4
0201355C,2.65
0201355D,2.65
0201356C,1.35
0201356D,1.35
0201357C,1.75
0201357D,1.75
0201358C,2.05
0201358D,2.05
0201359C,2.65
0201359D,2.65
0201360C,2.85
0201360D,2.85
0201361C,3.05
0201361D,3.05
0201362C,2.05
0201362D,2.05
0201363C,1.4
0201363D,1.4
0201364C,2.65
0201364D,2.65
0201365C,2.35
0201365D,2.35
0201366C,2.45
0201366D,2.45
0201367C,2.6
0201367D,2.6
0201368C,3.15
0201368D,3.15
0201369C,1.8
0201369D,1.8
0201370C,2.05
0201370D,2.05
0201371C,1.65
0201371D,1.65
0201372C,2.1
0201372D,2.1
0201373C,1.2
0201373D,1.2
0201374C,2.15
0201374D,2.15
0201375C,2.5
0201375D,2.5
0201376C,1.65
0201376D,1.65
0201377C,1.95
0201377D,1.95
0201378C,1.3
0201378D,1.3
0201379C,1.35
0201379D,1.35
0201380C,1.9
0201380D,1.9
0201381C,3.65
0201381D,3.65
0201383C,2.0
0201383D,2.0
0201384C,1.7
0201384D,1.7
0201385C,3.65
0201385D,3.65
0201386C,2.95
0201386D,2.95
0201387C,3.35
0201387D,3.35
0201388C,2.7
0201388D,2.7
0201389C,3.35
0201389D,3.35
0201390C,1.7
0201390D,1.7
0201391C,1.65
0201391D,1.65
0201392C,2.5
0201392D,2.5
0201393C,2.2
0201393D,2.2
0201394C,1.7
0201394D,1.7
0201395C,1.95
0201395D,1.95
0201396C,1.65
0201396D,1.65
0201397C,1.5
0201397D,1.5
0201398C,1.5
0201398D,1.5
0201399C,3.45
0201399D,3.45
0201400C,1.25
0201400D,1.25
0201401C,1.75
0201401D,1.75
0201402C,1.85
0201402D,1.85
0201403C,1.75
0201403D,1.75
0201404C,1.55
0201404D,1.55
0201405C,2.85
0201405D,2.85
0201406C,1.95
0201406D,1.95
0201407C,1.05
0201407D,1.05
0201408C,1.15
0201408D,1.15
0201409C,2.25
0201409D,2.25
0201410C,3.4
0201410D,3.4
0201411C,3.65
0201411D,3.65
0201412C,2.2
0201412D,2.2
0201413C,3.6
0201413D,3.6
0201414C,2.15
0201414D,2.15
0201416C,3.35
0201416D,3.35
0201417C,2.05
0201417D,2.05
0201418C,2.7
0201418D,2.7
0201419C,2.1
0201419D,2.1
0201420C,2.3
0201420D,2.3
0201421C,3.5
0201421D,3.5
0201422C,2.1
0201422D,2.1
0201423C,1.85
0201423D,1.85
0201424C,2.0
0201424D,2.0
0201425C,2.15
0201425D,2.15
0201426C,2.75
0201426D,2.75
0201427C,2.25
0201427D,2.25
0201428C,2.65
0201428D,2.65
0201429C,2.55
0201429D,2.55
0201430C,2.4
0201430D,2.4
0201431C,1.85
0201431D,1.85
0201432C,1.85
0201432D,1.85
0201433C,1.75
0201433D,1.75
0201434C,3.6
0201434D,3.6
0201435C,3.3
0201435D,3.3
0201436C,2.1
0201436D,2.1
0201437C,2.15
0201437D,2.15
0201438C,2.35
0201438D,2.35
0201439C,1.8
0201439D,1.8
0201440C,1.45
0201440D,1.45
0201441C,2.2
0201441D,2.2
0201442C,1.8
0201442D,1.8
0201443C,2.5
0201443D,2.5
0201444C,1.7
0201444D,1.7
0201445C,3.65
0201445D,3.65
0201446C,2.35
0201446D,2.35
0201447C,2.15
0201447D,2.15
0201448C,2.0
0201448D,2.0
0201449C,2.85
0201449D,2.85
0201450C,2.9
0201450D,2.9
0201451C,2.8
0201451D,2.8
0201453C,1.5
0201453D,1.5
0201454C,1.65
0201454D,1.65
0201455C,1.95
0201455D,1.95
0201456C,2.25
0201456D,2.25
0201457C,2.4
0201457D,2.4
0201458C,1.8
0201458D,1.8
0201459C,1.35
0201459D,1.35
0201460C,2.65
0201460D,2.65
0201461C,1.8
0201461D,1.8
0201462C,1.9
0201462D,1.9
0201463C,2.2
0201463D,2.2
0201464C,2.65
0201464D,2.65
0201465C,1.7
0201465D,1.7
0201466C,1.55
0201466D,1.55
0201467C,1.25
0201467D,1.25
0201468C,2.3
0201468D,2.3
0201469C,2.05
0201469D,2.05
0201470C,2.1
0201470D,2.1
0201471C,2.5
0201471D,2.5
0201472C,2.6
0201472D,2.6
0201473C,2.65
0201473D,2.65
0201474C,2.1
0201474D,2.1
0201475C,1.85
0201475D,1.85
0201476C,3.1
0201476D,3.1
0201477C,1.9
0201477D,1.9
0201478C,1.45
0201478D,1.45
0201479C,1.1
0201479D,1.1
0201480C,1.85
0201480D,1.85
0201481C,1.95
0201481D,1.95
0201482C,1.75
0201482D,1.75
0201483C,1.3
0201483D,1.3
0201484C,1.85
0201484D,1.85
0201485C,2.1
0201485D,2.1
0201486C,1.85
0201486D,1.85
0201487C,1.6
0201487D,1.6
0201488C,1.45
0201488D,1.45
0201489C,1.3
0201489D,1.3
0201490C,1.55
0201490D,1.55
0201491C,1.6
0201491D,1.6
0201492C,1.4
0201492D,1.4
0201493C,2.65
0201493D,2.65
0201494C,1.95
0201494D,1.95
0201495C,1.1
0201495D,1.1
0201496C,2.0
0201496D,2.0
0201497C,1.65
0201497D,1.65
0201498C,1.25
0201498D,1.25
0201499C,1.6
0201499D,1.6
0201500C,2.25
0201500D,2.25
0201501C,1.4
0201501D,1.4
0201502C,1.05
0201502D,1.05
0201503C,1.25
0201503D,1.25
0201504C,1.25
0201504D,1.25
0201506C,1.95
0201506D,1.95
0201507C,1.5
0201507D,1.5
0201508C,1.75
0201508D,1.75
0201509C,2.35
0201509D,2.35
0201510C,1.9
0201510D,1.9
0201511C,2.15
0201511D,2.15
0201512C,2.1
0201512D,2.1
0201513C,1.3
0201513D,1.3
0201514C,1.25
0201514D,1.25
0201515C,1.65
0201515D,1.65
0201516C,2.1
0201516D,2.1
0201517C,1.4
0201517D,1.4
0201518C,1.45
0201518D,1.45
0201519C,2.05
0201519D,2.05
0201520C,1.9
0201520D,1.9
0201521C,1.75
0201521D,1.75
0201522C,2.7
0201522D,2.7
0201523C,1.5
0201523D,1.5
0201524C,1.5
0201524D,1.5
0201525C,1.45
0201525D,1.45
0201526C,1.5
0201526D,1.5
0201527C,1.7
0201527D,1.7
0201528C,1.5
0201528D,1.5
0201529C,1.75
0201529D,1.75
0201530C,1.7
0201530D,1.7
0201531C,1.5
0201531D,1.5
0201532C,1.1
0201532D,1.1
0201533C,2.3
0201533D,2.3
0201534C,2.35
0201534D,2.35
0201535C,2.4
0201535D,2.4
0201536C,1.25
0201536D,1.25
0201537C,1.6
0201537D,1.6
0201538C,2.85
0201538D,2.85
0201539C,2.65
0201539D,2.65
0201540C,2.25
0201540D,2.25
0201541C,2.6
0201541D,2.6
0201542C,2.3
0201542D,2.3
0201543C,2.05
0201543D,2.05
0201544C,1.35
0201544D,1.35
0201545C,2.15
0201545D,2.15
0201546C,2.35
0201546D,2.35
0201547C,2.05
0201547D,2.05
0201548C,1.25
0201548D,1.25
0201549C,1.15
0201549D,1.15
0201550C,1.3
0201550D,1.3
0201551C,1.45
0201551D,1.45
0201552C,1.45
0201552D,1.45
0201553C,1.35
0201553D,1.35
0201554C,1.4
0201554D,1.4
0201555C,1.15
0201555D,1.15
0201556C,1.7
0201556D,1.7
0201557C,1.45
0201557D,1.45
0201558C,1.8
0201558D,1.8
0201559C,1.8
0201559D,1.8
0201560C,1.2
0201560D,1.2
0201561C,1.2
0201561D,1.2
0201562C,1.3
0201562D,1.3
0201563C,1.35
0201563D,1.35
0201565C,1.35
0201565D,1.35
0201566C,1.7
0201566D,1.7
0201568C,1.95
0201568D,1.95
0201569C,3.25
0201569D,3.25
0201570C,1.7
0201570D,1.7
0201571C,2.4
0201571D,2.4
0201572C,3.3
0201572D,3.3
0201573C,2.0
0201573D,2.0
0201574C,2.3
0201574D,2.3
0201575C,2.35
0201575D,2.35
0201576C,2.0
0201576D,2.0
0201577C,1.9
0201577D,1.9
0201578C,1.9
0201578D,1.9
0201579C,3.25
0201579D,3.25
0201580C,2.05
0201580D,2.05
0201581C,2.75
0201581D,2.75
0201582C,2.0
0201582D,2.0
0201584C,2.75
0201584D,2.75
0201585C,2.3
0201585D,2.3
0201586C,1.8
0201586D,1.8
0201587C,2.1
0201587D,2.1
0201588C,2.0
0201588D,2.0
0201589C,2.65
0201589D,2.65
0201591C,1.75
0201591D,1.75
0201592C,2.0
0201592D,2.0
0201593C,2.9
0201593D,2.9
0201595C,3.5
0201595D,3.5
0201596C,2.15
0201596D,2.15
0201597C,2.05
0201597D,2.05
0201598C,1.5
0201598D,1.5
0201599C,2.35
0201599D,2.35
0201600C,1.7
0201600D,1.7
0201601C,1.85
0201601D,1.85
0201602C,2.2
0201602D,2.2
0201603C,2.35
0201603D,2.35
0201604C,2.4
0201604D,2.4
0201605C,2.65
0201605D,2.65
0201606C,2.9
0201606D,2.9
0201607C,1.8
0201607D,1.8
0201608C,1.4
0201608D,1.4
0201609C,2.25
0201609D,2.25
0201610C,2.05
0201610D,2.05
0201611C,1.1
0201611D,1.1
0201612C,1.7
0201612D,1.7
0201613C,1.8
0201613D,1.8
0201614C,2.2
0201614D,2.2
0201615C,1.35
0201615D,1.35
0201616C,1.95
0201616D,1.95
0201617C,2.0
0201617D,2.0
0201618C,2.3
0201618D,2.3
0201619C,1.45
0201619D,1.45
0201620C,2.05
0201620D,2.05
0201621C,3.1
0201621D,3.1
0201622C,2.05
0201622D,2.05
0201623C,1.7
0201623D,1.7
0201624C,2.0
0201624D,2.0
0201625C,1.85
0201625D,1.85
0201626C,1.65
0201626D,1.65
0201627C,2.2
0201627D,2.2
0201628C,2.05
0201628D,2.05
0201629C,2.5
0201629D,2.5
0201630C,1.25
0201630D,1.25
0201631C,1.75
0201631D,1.75
0201632C,1.95
0201632D,1.95
0201633C,1.55
0201633D,1.55
0201634C,2.4
0201634D,2.4
0201635C,2.35
0201635D,2.35
0201636C,2.4
0201636D,2.4
0201637C,2.0
0201637D,2.0
0201638C,2.75
0201638D,2.75
0201639C,2.0
0201639D,2.0
0201640C,1.6
0201640D,1.6
0201641C,2.8
0201641D,2.8
0201642C,1.75
0201642D,1.75
0201643C,1.75
0201643D,1.75
0201644C,1.75
0201644D,1.75
0201645C,1.3
0201645D,1.3
0201646C,1.9
0201646D,1.9
0201647C,2.25
0201647D,2.25
0201648C,1.35
0201648D,1.35
0201649C,1.25
0201649D,1.25
0201652C,2.75
0201652D,2.75
0201653C,2.1
0201653D,2.1
0201654C,2.6
0201654D,2.6
0201655C,2.15
0201655D,2.15
0201656C,2.15
0201656D,2.15
0201657C,1.65
0201657D,1.65
0201662C,2.05
0201662D,2.05
0201663C,1.8
0201663D,1.8
0201664C,2.15
0201664D,2.15
0201665C,1.95
0201665D,1.95
0201666C,2.1
0201666D,2.1
0201667C,2.1
0201667D,2.1
0201668C,2.05
0201668D,2.05
0201669C,1.9
0201669D,1.9
0201670C,2.3
0201670D,2.3
0201671C,2.1
0201671D,2.1
0201672C,1.75
0201672D,1.75
0201674C,2.05
0201674D,2.05
0201675C,1.9
0201675D,1.9
0201676C,2.3
0201676D,2.3
0201677C,1.6
0201677D,1.6
0201678C,2.8
0201678D,2.8
0201679C,2.3
0201679D,2.3
0201680C,2.0
0201680D,2.0
0201681C,1.35
0201681D,1.35
0201682C,2.2
0201682D,2.2
0201683C,1.5
0201683D,1.5
0201684C,2.3
0201684D,2.3
0201685C,1.55
0201685D,1.55
0201686C,1.35
0201686D,1.35
0201687C,2.0
0201687D,2.0
0201688C,2.1
0201688D,2.1
0201690C,1.95
0201690D,1.95
0201691C,2.6
0201691D,2.6
0201692C,2.15
0201692D,2.15
0201693C,2.4
0201693D,2.4
0201694C,2.55
0201694D,2.55
0201695C,2.25
0201695D,2.25
0201696C,1.5
0201696D,1.5
0201697C,1.85
0201697D,1.85
0201698C,2.1
0201698D,2.1
0201699C,2.0
0201699D,2.0
0201700C,2.15
0201700D,2.15
0201701C,1.5
0201701D,1.5
0201702C,1.4
0201702D,1.4
